date,flight_id,callsign,icao24,operation,runway,event_time,event_time_utc,event_lat,event_lon,event_geoaltitude_m,threshold_lat,threshold_lon,threshold_distance_m,comparison_time,comparison_time_utc,comparison_geoaltitude_m,altitude_delta_m,distance_delta_m
2026-04-01,AAL595M1ad237f,AAL595M1,ad237f,arrival,17L,1775043119,2026-04-01T11:31:59Z,32.91573734606727,-97.02598104671556,160.02,32.89832038888889,-97.00977861111112,2457.349395272031,1775040839,2026-04-01T10:53:59Z,11308.080000000002,-11148.060000000001,-377149.2594519263
2026-04-01,ENY3761M1a37da1,ENY3761M1,a37da1,arrival,18R,1775043179,2026-04-01T11:32:59Z,32.9461669921875,-97.02586669921874,327.66,32.915813194444446,-97.05464552777778,4313.457761922814,1775040899,2026-04-01T10:54:59Z,10713.72,-10386.06,-379093.8263342967
2026-04-01,AAL317M1a10614,AAL317M1,a10614,departure,17L,1775043299,2026-04-01T11:34:59Z,32.86866760253906,-97.03037109374998,769.62,32.89832038888889,-97.00977861111112,3816.980759734498,1775044979,2026-04-01T12:02:59Z,11033.76,10264.14,342736.9492525997
2026-04-01,JIA5066M1a7cfe6,JIA5066M1,a7cfe6,arrival,18R,1775043299,2026-04-01T11:34:59Z,32.938408285884535,-97.02586894132652,297.18000000000006,32.915813194444446,-97.05464552777778,3677.768805598736,1775040899,2026-04-01T10:54:59Z,11292.84,-10995.66,-383830.40710482304
2026-04-01,ENY4229M1aa11c9,ENY4229M1,aa11c9,arrival,17C,1775043359,2026-04-01T11:35:59Z,32.94923400878906,-97.05454101562498,365.76,32.915706694444445,-97.02597491666668,4583.231727961342,1775042219,2026-04-01T11:16:59Z,3497.5800000000004,-3131.8200000000006,-133121.94136123822
2026-04-01,AAL1286M1ac0dd9,AAL1286M1,ac0dd9,arrival,18R,1775043419,2026-04-01T11:36:59Z,32.92071533203125,-97.02597656249998,190.50000000000003,32.915813194444446,-97.05464552777778,2730.9767248149005,1775040899,2026-04-01T10:54:59Z,11917.680000000002,-11727.180000000002,-391407.30264515994
2026-04-01,ENY3424M1aa9ca8,ENY3424M1,aa9ca8,arrival,17L,1775043539,2026-04-01T11:38:59Z,32.93459100238347,-97.02586894132652,266.7,32.89832038888889,-97.00977861111112,4303.693584246897,1775041319,2026-04-01T11:01:59Z,3398.5200000000004,-3131.8200000000006,-259426.6315264426
2026-04-01,SKW6266M1aa0300,SKW6266M1,aa0300,arrival,17L,1775043539,2026-04-01T11:38:59Z,32.916156316207626,-97.05468002630738,198.12,32.89832038888889,-97.00977861111112,4637.224379834448,1775041019,2026-04-01T10:56:59Z,10157.46,-9959.339999999998,-449838.06061120075
2026-04-01,ENY3481M1a214de,ENY3481M1,a214de,arrival,18R,1775043599,2026-04-01T11:39:59Z,32.944460076800844,-97.05456792091836,342.9,32.915813194444446,-97.05464552777778,3185.396216898456,1775041379,2026-04-01T11:02:59Z,10073.64,-9730.74,-348331.5916151017
2026-04-01,AAL962M1ab7268,AAL962M1,ab7268,arrival,17L,1775043659,2026-04-01T11:40:59Z,32.90768380892479,-97.02603709941008,152.4,32.89832038888889,-97.00977861111112,1840.6352136615294,1775040719,2026-04-01T10:51:59Z,11955.78,-11803.380000000001,-456423.0505837268
